| Nombre | Modelo | DESCRIPCION | PRECIO |
| Switch PoE Tiandy 16 Puertos 10/100 + 2 Gigabit + 1 SFP | TC-P1S19 | TIANDY POE SWITCH 16 PUERTOS 180W 1 * SFP 1000MBPS 16*10/100MBPS PUERTOS POE 2*10/100MBPS RJ45 PUERTOS DE ENLACE ASCENDENTE POE PRIORIDAD 9,2 GBPS | 1969.51 |
| Switch PoE Tiandy 16 Puertos 100M PoE + 2 Gigabit + 1 SFP 190W | TC-P5S19 | "TIANDY POE 16 PUERTOS POE DE 100 M + 2 PUERTOS GIGABIT + 1 PUERTO SFP GIGABIT POTENCIA TOTAL POE 190 W, 2-POE 30 W, EL PUERTO 1 ADMITE 60 W" | 2166.66 |
| NVR PoE Tenda 4 Canales 4K | TENDA N6P-4CH | TENDA N6P-4H POE NVR 4CH, GRABADORAS NVR 4K POE, NVR 4 CANALES, 1080P/3MP/4MP/5MP/8MP GRABADORAS NVR DE VIGILANCIA, NVR H.265 | 1512.60 |
| NVR PoE Tenda 16 Canales 4K | TENDA N6P-16CH | TENDA N6P-16H POE NVR 16CH, 4K POE NVR GRABADORES, NVR 8 CANALES, 1080P/3MP/4MP/5MP/8MP VIGILANCIA NVR GRABADORES, H.265 NVR | 2166.66 |
| Bobina Cable UTP Cat6 Alto Rendimiento 305m Azul | PUR6C04BU-F | BOBINA DE CABLE UTP, CATEGORÍA 6 DE ALTO RENDIMIENTO (+350 MHZ), 23 AWG, PVC (CMR, RISER), BOBINA DE 305 M, COLOR AZUL | 5159.48 |
| Licencia Anual Hik-PartnerPro Monitoreo Salud 1 Equipo | HKPRO-HM-D-1A | LICENCIA ANUAL HIK-PARTNERPRO / MONITOREO DE SALUD PARA 1 EQUIPO / DVR / NVR / PANEL DE ALARMA / VIDEOPORTERO IP / BIOMÉTRICO FACIAL / SWITCHES POE | 494.83 |
| Baliza LED Roja con Sirena 24VDC 114dB | SDL-WS-24-R | COMBINACIÓN DE BALIZA LED COLOR ROJA CON SIRENA ELECTRÓNICA PARA APLICACIONES DE LA INDUSTRIA PESADA MÁX.114 DB A 24 VCD | 7037.41 |
| Bobina Alambre 4x18 AWG FPLR-CL3R Rojo 305m Incendio | 4307-1104/1000 | BOBINA DE 305 METROS DE ALAMBRE / 4 X 18 AWG / RISER / TIPO FPLR-CL3R / RESISTENTE AL FUEGO / COLOR ROJO / PARA SISTEMAS CONTRA INCENDIO O SISTEMAS DE EVACUACIÓN | 4960.07 |
| Fuente Poder Industrial 600W 24VCC 25A | SE-600-24 | FUENTE DE PODER INDUSTRIAL CONMUTADA 600W DE POTENCIA, 24VCC, 25A | 1590.61 |
| Cámaras de Seguridad (Genérico) | 46171610 | CAMARAS DE SEGURIDAD | 610.45 |
| Aplicación Móvil Hik-Connect Gratuita | HIK-CONNECT | APLICACIÓN MÓVIL GRATUITA HIK-CONNECT / P2P / NOTIFICACIONES PUSH / COMPATIBLE CON TODOS LOS DISPOSITIVOS EPCOM, HILOOK Y HIKVISION | 0.00 |
| Detector PIR Inalámbrico AX Pro Interior Tipo Cortina | DS-PDC15-EG2-WB(B) | (AX PRO) DETECTOR PIR INALÁMBRICO INTERIOR / TIPO CORTINA / RANGO DE DETECCIÓN DE 15 MTS / ANGULO DE 6.3° DE COBERTURA | 912.78 |
| Cámara Exterior Giratoria Doble Lente Tenda 6MP | TENDA RH9 | TENDA RH9-WCA - CÁMARA EXTERIOR GIRATORIA DE DOBLE LENTE IP65 WI-FI DE 6 MPX, LED NOCTURNO, AUDIO, DETECCIÓN | 2500.00 |
| Cámara Interior 360° Tenda RP3 Pro 3MP | TENDA RP3 | TENDA RP3 PRO, CÁMARA PARA INTERIOR, 3MP ULTRA ALTA DEFINICIÓN, VISION DE 360°, CONTROL REMOTO DE APP, LLAMADA CON UNA SOLA PULSACIÓN, DETECCIÓN DE MOVIMIENTO, VISIÓN NOCTURNA | 978.88 |
| Cámara Interior Tenda RP7 4MP 2K | TENDA RP7 | CÁMARA DE RED TENDA RP7 DE 4 MEGAPÍXELES PARA INTERIORES 2K A COLOR 1 | 1159.82 |
| Router Xiaomi Mi Router 4C 300Mbps 4 Antenas | XIAOMI 4C | ROUTER XIAOMI ETHERNET MI ROUTER 4C, ALÁMBRICO/INALÁMBRICO, 300MBIT/S, 2X RJ-45, 2.4GHZ, 4 ANTENAS EXTERNAS DE 5DBI | 870.32 |
| Detector Fotoeléctrico 3 Rayos 100m Exterior | SFB100 | DETECTOR FOTOELECTRICO CON CELDA SOLAR; DE 3 RAYOS; ALCANCE EXTERIOR 100 M / 4 FRECUENCIAS | 2718.97 |
| Cámara Tiandy TD-C240 3MP Lente 2.8mm | TD-C240-2.8MM | CÁMARA POE TIANDY TD-C240N DE 265H, 3 MP, AUDIO INFRARROJO, HEMISFERIO, PARA EXTERIORES, IMPERMEABLE, CON DETECCIÓN DE MOVIMIENTO DE 2,8 MM | 866.70 |
| Cámara Tiandy TD-C240 3MP Lente 4mm | TD-C240-4MM | CÁMARA POE TIANDY TD-C240N DE 265H, 3 MP, AUDIO INFRARROJO, HEMISFERIO, PARA EXTERIORES, IMPERMEABLE, CON DETECCIÓN DE MOVIMIENTO DE 4 MM | 866.70 |
| Cámara Tiandy TD-C241 3MP Lente 4mm | TD-C241-4MM | TIANDY-MONITOR POE DE 4MM PARA EL HOGAR, CÁMARA IP DE VIGILANCIA, APLICACIÓN REMOTA PARA TELÉFONO MÓVIL, INTERIOR, EXTERIOR, HD, VISIÓN NOCTURNA INFRARROJA, H.265 | 866.70 |
| Cámara Tiandy TD-C241 3MP Lente 6mm | TD-C241-6MM | TIANDY-MONITOR POE DE 6MM PARA EL HOGAR, CÁMARA IP DE VIGILANCIA, APLICACIÓN REMOTA PARA TELÉFONO MÓVIL, INTERIOR, EXTERIOR, HD, VISIÓN NOCTURNA INFRARROJA, H.265 | 866.70 |
| Tubo Conduit Pared Delgada 1 1/4" x 3m Galv. | JU-PD-114-TUB | TUBO CONDUIT 1 1/4" PARED DELGADA (32MM) X 3 METROS, GALVANIZADO ETIQUETA VERDE, CALIBRE 16. | 447.30 |
| Copla Pared Delgada 1 1/4" Galv. | JU-PD-114-COP | COPLE 1 1/4" (32MM) CON TORNILLO PARED DELGADA GALVANIZADO ETIQUETA VERDE | 90.52 |
| Codo 90° Pared Delgada 1 1/4" Galv. | JU-PD-114-COD | CURVA/CODO DE 90° DE 1 1/4" (32MM) PARED DELGADA GALVANIZADO ETIQUETA VERDE | 205.17 |
| Caja Condulet Tipo LL 1" | OLL-0094C | CAJA CONDULET TIPO LL DE 1" (25.4 MM) INCLUYE TAPA Y TORNILLOS. | 153.59 |
| Monitor LED 4K 65" Hikvision 24/7 | DS-D5065UC-C | Monitor LED 4K de 65" / Entrada HDMI-VGA / Compatible con Montaje VESA / Bocinas Integradas / Uso 24/7 | 30348.87 |
| UPS 800VA/480W Línea Interactiva | LP800L | UPS 800VA/480 W LÍNEA INTERACTIVA 120VCA / 6 TOMAS 5-15R (4 RESPALDADAS) / REGULACIÓN DE VOLTAJE / PROTECCIÓN RJ45 | 1281.60 |
| Home Router Mesh Wi-Fi 5 RG-EW1300G | RG-EW1300G | HOME ROUTER INALÁMBRICO MESH WI-FI 5 MU-MIMO 2X2, 1 PUERTO WAN GIGABIT Y 3 PUERTOS LAN | 755.70 |
| Extensor Mesh Home Wi-Fi 5 RG-EW1200R | RG-EW1200R | EXTENSOR MESH HOME WI-FI 5 DOBLE BANDA HASTA 1,200 MBPS | 1056.20 |
| Sirena Estrobo Cableada Roja 105dB Hikvision | DS-PS1-R | SIRENA ESTROBO CABLEADA HIKVISION / IDEAL PARA CUALQUIER PANEL DE ALARMA / ROJA / 105 DB / PROTECCÓN IP54 | 404.43 |
| Licencia Hik-PartnerPro Monitoreo Salud (Alterna) | HKPROHMD1A | LICENCIA ANUAL HIK-PARTNERPRO / MONITOREO DE SALUD PARA 1 EQUIPO / DVR / NVR / PANEL DE ALARMA / VIDEOPORTERO IP / BIOMÉTRICO FACIAL / SWITCHES POE | 461.09 |
| Joystick IP con Pantalla Táctil 7" Hikvision | DS-1100KI(C) | JOYSTICK IP CON PANTALLA TÁCTIL DE 7" / COMPATIBLE CON CÁMARAS IP / PTZ IP / DVRS / NVRS / SOPORTA EPCOM, HILOOK Y HIKVISION | 18146.60 |
| Cámara Tiandy 4mm (Modelo C24ZN) | TD-C24ZN-4MM | CÁMARA TIANDY 4 MM | 915.55 |
| Cámara Tiandy 6mm (Modelo C24ZN) | TD-C24ZN-6MM | CÁMARA TIANDY 6 MM | 996.97 |
| Cámara Tiandy 25 6mm (Modelo C25ZN) | TD-C25ZN-6MM | CÁMARA TIANDY 25 6 MM | 1198.89 |
| Cámara Tiandy 25 4mm (Modelo C25ZN) | TD-C25ZN-4MM | CÁMARA TIANDY 25 4 MM | 1094.68 |
| Cámara Tiandy 25 2.8mm (Modelo C25XN) | TD-C25XN-2.8 | CÁMARA TIANDY 25 2.8 MM | 1322.66 |
| Tag de Proximidad Ezviz para Cerraduras | CS-DL-IC-CPU-R200-GR | TAG DE PROXIMIDAD EZVIZ / COMPATIBLE CON CERRADURAS CS-L2S / CSDL05-R100 / CS-DL05-R200 Y VIDEOPORTERO CS-HP7 / ALGORITMO DE ENCRIPTADO PROPIO | 250.43 |
| Cámara Bala WiFi Tenda CT6 2K Exterior | CAMTENDABALA | CÁMARA SEGURIDAD TENDA CT6 VIDEOVIGILANCIA EXTERIOR 2K WI-FI COLOR BLANCO | 1042.24 |
| Cable Dúplex POT SPT-2 50m Blanco | POT50M | CABLE DUPLEX POT SPT 12 100% COBRE 50 METROS JC ELECTRICOS BLANCO | 1288.45 |
| Cubo IP WiFi 2MP AcuSense Lite Hikvision | DS-2CD2423G2-IW(W) | Cubo IP de 2 Megapixel / Lente 2.8 mm / WiFi / H.265+ / 10 mts IR EXIR / Micrófono y Bocina Integrada (Audio de Dos Vías) / ACUSENSE Lite / Interior / Se Conecta Directo a la App Hik-Connect / Micro SD / dWDR / PoE | 832.31 |
| Cámara Bala WiFi Imou 3MP 2E | IPC-K3DN-3H0WF | IMOU BULLET 2E 3MP (IPC-K3DN-3H0WF) - CÁMARA IP BULLET WIFI DE 3MP CUENTA CON MICRÓFONO INTEGRADO, 102° DE VISIÓN, H.265, LENTE DE 2.8MM, DETECCIÓN DE HUMANOS, IR 30M, IP67 Y RANURA MICROSD. | 755.17 |
| Cerradura Inteligente Ezviz CS-DL04/PRO Huella y Tag | CS-DL04/PRO | CERRADURA INTELIGENTE / APERTURA REMOTA / HUELLA / TAG / LLAVE MECANICA / CONTRASEÑA TEMPORAL IDEAL PARA AIRBNB / MODO DE PRIVACIDAD / ALERTA EN CASO DE FORZADO / CONTROL REMOTO DESDE LA APP / USO INTERIOR | 3192.37 |
| Switch PoE+ Administrable 4 Puertos 10/100 | DS-3E1105P-EI/M | SWITCH POE+ / ADMINISTRABLE / 4 PUERTOS 10/100 MBPS POE+ / 1 PUERTO 10/100 MBPS UPLINK / CONFIGURACIÓN NUBE HIK-PARTNERPRO / MODO EXTENDIDO HASTA 300 METROS / 45 W | 761.21 |
| Cámara Bala Hikvision 8MP (4K) Dual Light AcuSense Lite | DS-2CD1083G2-LIU(F) | [DUAL LIGHT] BALA IP 8 MEGAPIXEL (4K) / LENTE 2.8 MM / 30 MTS IR + 30 MTS LUZ BLANCA / MICRÓFONO INTEGRADO / ACUSENSE LITE / EXTERIOR IP67 / H.265 / POE / MICRO SD | 2541.29 |
| Switch PoE Administrable Capa 3 24 Gigabit + 4 SFP 10G | GS-6311-24HP4X | SWITCH POE ADMINISTRABLE CAPA 3, 24 PUERTOS GIGABIT, HASTA 480 W, 8 PUERTOS 802.3BT, 16 PUERTOS 802.3AT, 4 PUERTOS SFP 10G | 13106.59 |
| Switch Smart PoE 24 Gigabit PoE + 2 SFP 370W | RG-ES228GS-P | SWITCH SMART POE CON 24 PUERTOS GIGABIT POE 802.3AF/AT + 2 SFP PARA FIBRA 1GB, GESTIÓN GRATUITA DESDE LA NUBE, 370W | 6483.21 |
| Controlador WiFi 2 Puertas Hik-Connect Teams | DS-K2702WX-E1 | CONTROLADOR WIFI DE 2 PUERTAS / ADMINISTRABLE EN LA NUBE CON HIK-CONNECT TEAMS / INTERFAZ WEB / EXPANDIBLE CON MÓDULO DS-K2M002X (HASTA 126 PUERTAS) / POE / WIEGAND / 4 LECTORAS DE HUELLA Y TARJETA | 6071.88 |
| Metro Cable 4x18 AWG Riser Blanco | MTC-2115-5501/500 | METRO DE CABLE DE COBRE / 4 X 18 AWG / RISER / COLOR BLANCO / PARA APLICACIONES DE ALARMAS DE INTRUSIÓN/CONTROL DE ACCESO/ AUTOMATIZACIÓN / INTERFONOS Y TV PORTEROS | 27.59 |
| Pistola de Calor 1600W 3 Niveles | DQB-03-1600 | PISTOLA DE CALOR DE 1600W,CON 3 NIVELES DE TEMPERATURA VARIABLE, INCLUYE 2 BOQUILLAS | 756.67 |
| Aire Comprimido para Limpieza 440ml | AEROJET-440 | REMOVEDOR DE POLVO Y RESIDUOS (AIRE COMPRIMIDO) PARA LIMPIEZA DE EQUIPOS ELECTRÓNICOS, 440 ML | 245.47 |
| Aire Comprimido para Limpieza 440ml (Alterno) | AEROJET440 | REMOVEDOR DE POLVO Y RESIDUOS (AIRE COMPRIMIDO) PARA LIMPIEZA DE EQUIPOS ELECTRÓNICOS, 440 ML | 245.21 |
| Cable HDMI High Speed 4K 1m | TT-HDMI-1M | CABLE HDMI DE 1 METRO (HIGH SPEED) / RESOLUCIÓN 4K / SOPORTA CANAL DE RETORNO DE AUDIO (ARC)/ SOPORTA 3D / BLINDADO PARA REDUCIR INTERFERENCIA / CHAPADO EN ORO / ALTA RESISTENCIA Y DURABILIDAD. | 99.93 |
| Cámara Doble Lente PT WiFi Ezviz 8MP | CS-H90 | CÁMARA DOBLE LENTE PT / ROTACIÓN EN AMBOS LENTES / WI-FI / 4MP+ Y 4MP (RESOLUCIÓN 8 MEGAPIXEL ) / AUTO SEGUIMIENTO INTELIGENTE / VISIÓN COLOR NOCTURNA | 2176.55 |
| Cámara Bala HiLook 4MP con Caja Conexión | IPC-B141H-C/XSP | HILOOK SERIES / BALA IP 4 MEGAPIXEL / 30 MTS IR / EXTERIOR IP67 / POE / DWDR / LENTE 2.8 MM + CAJA DE CONEXIÓN DS-1280ZJ-XS | 1115.17 |
| Servicio Mantenimiento a Cámara de Video | MTOCAM | SERVICIO DE MANTENIMIENTO A CAMARA DE VIDEO, INCLUYE REVISION DE CONEXIONES, LIMPIEZA FISICA DE COMPONENTES, REMPLAZO DE CONECTORES Y AJUSTE DE IMAGEN (ALTURA MAXIMA 7M) | 344.00 |
| Servicio Mantenimiento a Videograbadora | MTOGRAB | SERVICIO DE MANTENIMIENTO A VIDEOGRABADORA, INCLUYE REVISION DE CONEXIONES, LIMPIEZA FISICA DE COMPONENTES, REMPLAZO DE CONECTORES, REVISION DE BATERIA, REVISION DE DISCO DURO Y ACTUALIZACION A LA VERSION MAS NUEVA. | 594.83 |
| Metro Instalación Tubo PVC sobre Pared | METINSPVC | METRO DE INSTALACION DE TUBO DE PVC SOBRE PARED, INCLUYE MANO DE OBRA Y HERRAMIENTAS. | 80.00 |
| Tarjeta Electrónica para Barreras Vehiculares XB | XBS-FS-PCB | TARJETA ELECTRÓNICA PARA BARRERAS VEHICULARES XBS-5000, XBF-3000, XBS-5002, XBF-3002, XBS-4M-LA Y XBS-4M-RA | 1366.68 |
| Instalación de Cerradura Digital del Cliente | INSTACERR | INSTALACION DE CERRADURA DIGITAL PROPORCIONADA POR EL CLIENTE, INSTALACION, PROGRAMACION Y ADAPTACION  INCLUYE MANO DE OBRA Y HERRAMIENTAS NECESARIAS | 1293.50 |
| NVR 4 Canales 4 PoE+ Hikvision | NVR-104H-D/4P(D) | NVR 4 MEGAPIXEL (COMPATIBLES CON CÁMARAS ACUSENSE) / 4 CANALES IP / 4 PUERTOS POE+ / 1 BAHÍA DE DISCO DURO / SALIDA EN FULL HD | 1638.62 |
| NanoSwitch PoE 24V Exterior 4 Puertos | N-SW | SWITCH POE 24 V DE PASO PARA EXTERIOR CON 4 PUERTOS GIGABIT (1 POE IN, 3 POE OUT) NANOSWITCH | 1386.74 |
| Kit Videoportero Híbrido IP a 4 Hilos Hikvision | DS-KIS302-P | KIT DE VIDEOPORTERO HÍBRIDO DE PLASTICO / IP A 4 HILOS CON FUNCIÓN DE LLAMADA A APP HIK-CONNECT / MONITOR SE CONECTA A INTERNET POR CABLE O WIFI Y POR 4 HILOS AL FRENTE DE CALLE / EXPANDIBLE A MAS EQUIPOS | 3321.58 |
| Suscripción Anual EPCOM Cloud 1 Canal 4MP 30 Días | EPCLOUD30A-4MP | SUSCRIPCIÓN ANUAL EPCOM CLOUD / GRABACIÓN EN LA NUBE PARA 1 CANAL DE VIDEO A 4MP CON 30 DÍAS DE RETENCIÓN / GRABACIÓN POR DETECCIÓN DE MOVIMIENTO | 2641.24 |
| Kit Videoportero Analógico 7" Hikvision | DSKIS203T/K | KIT DE VIDEOPORTERO ANALÓGICO CON PANTALLA LCD A COLOR DE 7" / FRENTE DE CALLE PARA EXTERIOR IP65 / SALIDA DE RELEVADOR | 2517.76 |
| Cable RCA Macho a Macho 1m | TT2RCA1M | CABLE RCA MACHO A MACHO DE 1 METRO DE LONGITUD, PARA APLICACIONES DE AUDIO Y VIDEO OPTIMIZADO PARA HD | 29.10 |
| Controlador Maestro para Elevadores Hikvision | DS-K2210 | CONTROLADOR MAESTRO PARA CONTROL DE ELEVADORES / CONTROL DE ACCESO PARA LOS PISOS DE LOS ELEVADORES POR HUELLA O TARJETA / PROGRAMACIÓN POR IVMS4200 O INTERFAZ WEB | 4947.07 |
| Distribuidor Esclavo para Control de Elevadores Hikvision | DS-K2M0016A | DISTRIBUIDOR ESCLAVO PARA CONTROL DE ELEVADORES / COMPATIBLE CON EL CONTROLADOR MAESTRO DS-K2210 | 6280.91 |
| Terminal Min Moe Touch Facial Ultra Rápido con Videoportero | DS-K1T671M | TERMINAL MIN MOE TOUCH DE RECONOCIMIENTO FACIAL ULTRA RÁPIDO CON FUNCIÓN DE VIDEOPORTERO (AMBIENTES NO RUIDOSOS) / LECTURA DE CÓDIGOS QR / 6,000 USUARIOS / ALTA TECNOLOGÍA DEEP LEARNING / CÁMARA 2 MP COMPATIBLE CON NVR | 5425.66 |
| Bobina Cable 6x18 AWG Blanco CMR 305m | LP618W/1000 | BOBINA DE CABLE 305 METROS: 6 X 18 AWG, COLOR BLANCO, CMR, PARA SISTEMAS DE SEGURIDAD Y ALARMAS | 9939.06 |
| Botón Salida Emergencia Español Policarbonato | SS2422EX-ES | BOTÓN DE SALIDA DE EMERGENCIA, TEXTO EN ESPAÑOL, TAPA PROTECTORA DE POLICARBONATO SÚPER RESISTENTE, RESTABLECIMIENTO CON LLAVE | 1670.92 |
| Switch PoE No Administrable 10 Puertos Gigabit 120W | RG-ES110GS-P-L | SWITCH POE HASTA 120W, NO ADMINISTRABLE, CON 10 PUERTOS 10/100/1000 MBPS MONITOREARLE EN LA NUBE | 2249.65 |
| Fuente Poder Industrial 100W 12VCC 8.5A | RS-100-12 | FUENTE DE PODER INDUSTRIAL CONMUTADA 100W DE POTENCIA, 12VCC, 8.5A | 715.45 |
| Videoportero IP 2MP Hikvision POE | DS-KV6113-PE1(C) | VIDEOPORTERO IP 2 MEGAPIXEL / POE ESTANDAR / IP65 / APERTURA DESDE HIK-CONNECT / SOPORTA 1 DEPARTAMENTO Y HASTA 6 MONITORES / SOPORTA TARJETAS MIFARE / 1 SALIDA RELAY | 2223.41 |
| Extensor PoE Exterior 1 Entrada 60W, 2 Salidas 30W | WI-POE21E-O | EXTENSOR POE PARA EXTERIOR / ENTRADA POE DE 60W Y 2 SALIDAS POE DE 30W / PROTECCIÓN IP68 / IDEAL PARA APLICACIONES DE CCTV | 1565.63 |
| Cable de Carga para SolarGuardX100 | SOLARGUARDX-CHARGE | CABLE DE CARGA PARA MODELO SOLARGUARDX100 | 191.43 |
| Kit Punto Acceso Wi-Fi 5GHz Hikvision 867Mbps | DS-3WF3000-EI-5AC/P | KIT PUNTO DE ACCESO (AC) PTP Y PTMP EN 5 GHZ / POE / HASTA 867 MBPS / SALIDA POE (ALIMENTA UNA CAMARA) / ANTENA SECTORIAL DE H: 50° / MIMO 2X2 / 8 DBI DE GANANCIA / USO EN EXTERIOR / ADMINISTRACIÓN GRATUITA DESDE LA NUBE | 2064.51 |
| Kit Punto Acceso Wi-Fi 2.4GHz Hikvision 300Mbps | DS-3WF1000-EI-2N | KIT DE PUNTO DE ACCESO (AC) PTP Y PTMP EN 2.4 GHZ / HASTA 300 MBPS / ANTENA DE H: 60° / MIMO 2X2 / 7 DBI DE GANANCIA / USO EN EXTERIOR (IP55) / ADMINISTRACIÓN GRATUITA DESDE LA NUBE | 1291.75 |
| Bobina Cable UTP Cat5e Exterior Negro 305m | DS1LN5EOUU/E | BOBINA DE CABLE UTP 305 MTS / CAT 5E (24 AWG) / COLOR NEGRO / PE / USO EN EXTERIOR / 100% COBRE / APLICACIONES DE CCTV, REDES DE DATOS Y ENLACES INALÁMBRICOS | 2718.58 |
| Charola para Rack 19" 34cm Prof. 1U | SCH-34-1U | CHAROLA PARA SOPORTAR EQUIPOS EN RACK DE 19 IN, PROFUNDIDAD DE 34 CM, COLOR NEGRO, 1U | 539.26 |
| Disco Duro WD Purple Pro 10TB 7200RPM | WD102PURP | DISCO DURO PURPLE PRO DE 10 TB / 7200 RPM / OPTIMIZADO PARA SOLUCIONES DE VIDEOVIGILANCIA CON ANALITICOS (META DATA) / USO 24-7 / 5 AÑOS DE GARANTIA | 7416.56 |
| Tira LED Azul 5m 22W 12VCD IP20 | JLTL-5050-IP20 | TIRA LED DE 5 M / COLOR AZUL / USO INTERIOR / POTENCIA 22 W / 900 LM/ 12 V CD / IP 20. | 173.36 |
| Ventilador Techo con Luminario LED 40W (Sin precio) | JLV0112 | VENTILADOR DE TECHO CON LUMINARIO LED DE 110 V CA 50/60 HZ / 40 W / 3 TONOS DE LUZ (6500 - 4 000 - 2 700 K) / DIÁMETRO 250 MM / 3 VELOCIDADES / DIMEABLE. | 0.00 |
| Switch Gigabit PoE+ Administrable 8 Puertos PoE+ 110W | DS-3E1510P-EI | SWITCH GIGABIT POE+ / ADMINISTRABLE / 8 PUERTOS GIGABIT POE+ / 2 PUERTOS GIGABIT / CONFIGURACIÓN NUBE HIK-PARTNER PRO / MODO EXTENDIDO HASTA 300 METROS / 110 W | 2894.45 |
| Monitor LED 32" 24/7 Hikvision | DS-D5032F3-1V0S | MONITOR LED 32" / 2 ALTAVOCES POTENTES / ÁNGULO DE VISIÓN 178° / ENTRADAS HDMI Y VGA / USO 24-7 / MONTAJE VESA (100 X 100) / CALIBRACIÓN INTELIGENTE DE IMAGEN | 4315.12 |
| Cámara Turret HiLook 4MP Lente 2.8mm 30m IR | IPC-T240HA-U | HILOOK SERIES / TURRET IP 4 MEGAPIXEL / LENTE 2.8 MM / 30 MTS IR / MICRÓFONO INTEGRADO / EXTERIOR IP67 / POE / DWDR / H.265+ / ONVIF | 1470.70 |
| Abrazadera Tipo Uña para Conduit 3/4" | ABP-I028 | ABRAZADERA TIPO UÑA PARA CONDUIT DE 3/4" (19.05 MM). | 7.58 |
| Abrazadera Tipo Uña para Conduit 1" | ABP-I032 | ABRAZADERA TIPO UÑA PARA CONduit DE 1" (25.4 MM) | 8.28 |
| Switch Gigabit PoE+ No Administrable 8 Puertos | TL-SG1008MP | SWITCH GIGABIT POE+ NO ADMINISTRABLE DE 8 PUERTOS 10/100/1000 MBPS, PARA ESCRITORIO | 2549.07 |
| Kit Videoportero IP 2MP Touch 7" Hikvision | DS-KIS608-P | KIT DE VIDEOPORTERO IP / FRENTE DE CALLE PARA EXTERIOR / 2MP / LECTOR DE TARJETA MIFARE / MONITOR INTERIOR / WIFI / PANTALLA DE 7" TOUCH | 4654.71 |
| Kit Videoportero 701 Seg Gen | KCVS701EBC/KCS81MU | KIT DE VIDEOPORTERO 701 SEG GEN | 2569.42 |
| Botón Inalámbrico Emergencia Médica ProSix | PROSIXMED | BOTÓN INALÁMBRICO DE EMERGENCIA MEDICA COMPATIBLE CON PANEL PROA7PLUS Y PROA7MWIFI | 826.88 |
| Sistema Alarma Pantalla Touch 7" PROA7MWIFI | PROA7MWIFI | SISTEMA DE ALARMA CON PANTALLA TOUCH DE 7" COMPATIBLE CON SENSORES INALAMBRICOS DSC, BOSH, 2GIG,ITI Y SERIE 5800 AGREGANDO EL MODULO PROTAKEOVER | 5616.09 |
| Sirena Exterior Inalámbrica ProSix 85dB | PROSIXSIRENO | SIRENA EXTERIOR / INALÁMBRICA PROSIX / RANGO 91.5 M / TAMPER DE CUBIERTA Y PARED / MONTAJE EN PARED O TECHO / INDICADORES LED / NIVEL DE SALIDA 85 DB / ENCRIPTACIÓN 128-BITS | 2876.02 |
| Banda para Torniquete ZKTeco TS5022A | ZKT0940060 | BANDA PARA TORNIQUETE ZKTECO TS5022A | 888.77 |
| Cámara Bala TurboHD 5MP Lente 2.8mm | THC-B150-P | BALA TURBOHD 5 MEGAPÍXELES / LENTE 2.8 MM (GRAN ANGULAR) / EXTERIOR IP66 / IR EXIR 20 MTS / TVI-AHD-CVI-CVBS / POLICARBONATO | 570.61 |
| Fuente Poder 12-15VCC para 16 Cámaras | DS-2FA1208-C16/K | FUENTE DE PODER REGULADA 12 VCC / 13.5 VCC / 15 VCC PARA 16 CÁMARAS / 1 AMP POR SALIDA / VOLTAJE DE ENTRADA 90 - 130 VCA / SOPORTA 4K / MODO PARA LARGAS DISTANCIAS | 1121.84 |
| DVR 16 Canales TurboHD + 2IP 2MP Lite AcuSense Lite | DS-7116HGHI-M1(E) | DVR 16 CANALES TURBOHD + 2 CANALES IP / 2 MEGAPIXEL (1080P) LITE / ACUSENSE LITE (EVITA FALSAS ALARMAS) / AUDIO POR COAXITRON / 1 BAHÍA DE DISCO DURO / H.265+ / SALIDA DE VÌDEO EN FULL HD | 2058.94 |
| DVR 4 Canales TurboHD + 1IP 2MP Lite AcuSense Lite | S04-TURBO-M1 | DVR 4 CANALES TURBOHD + 1 CANAL IP / 2 MEGAPIXEL (1080P) LITE / ACUSENSE LITE (EVITA FALSAS ALARMAS) / AUDIO POR COAXITRON / 1 BAHÍA DE DISCO DURO / H.265+ / SALIDA DE VÍDEO FULL HD | 733.23 |
| NVR 8 Canales IP AcuSearch (Precio Erróneo) | DS-7608NXI-K1(D) | NVR 12 MEGAPÍXEL (4K) / 8 CANALES IP / ACUSENSE (EVITA FALSAS ALARMAS) / RECONOCIMIENTO FACIAL / 1 BAHÍA DE DISCO DURO / HDMI EN 4K / SIN PUERTOS POE | 3212124.28 |
| Poste Cónico Metálico 5m con Percha | POSTEM5 | POSTE CONICO CIRCULAR METALICO 5M FONDEADO Y CON PERCHA | 5856.98 |
| Smart TV Hisense 32" Roku HD | 32A4HNR | PANTALLA SMART TV HISENSE 32 ROKU HD DOLBY AUDIO | 2864.10 |
| Batería de Respaldo para Equipo Trace5 | BATERIATRACE5 | BATERIA DE RESPALDO PARA EQUIPO TRACE5, ECO4LIGHT/3G/T | 271.72 |
| Switch Gigabit PoE+ Administrable 8 Puertos PoE+ 60W | DS-3E1510P-EI/M | SWITCH GIGABIT POE+ / ADMINISTRABLE / 8 PUERTOS 1000 MBPS POE+ / 2 PUERTOS 1000 MBPS DE UPLINK / CONFIGURACIÓN NUBE HIK-PARTNERPRO / MODO EXTENDIDO HASTA 300 METROS / 60 W | 1847.34 |
